CustomerKey,CustomerID,FullName,Gender,DateOfBirth,PhoneNumber,Email,Address,City,Province,Country,CustomerType,IsLoyalCustomer,JoinDate,IsActive,Version,EffectiveFrom,EffectiveTo,IsCurrent,Age
60,CUST-100060,David Castillo,Male,2001-02-14,(921)940-6050x95928,bryan47@example.com,3936 James Shoals Apt. 126,North Lauren,Illinois,Mayotte,Wholesale,False,2019-04-05,False,1,2020-01-01,2020-09-11,False,24
60,CUST-100060,David Castillo,Male,2001-02-14,(921)940-6050x95928,bryan47@example.com,3936 James Shoals Apt. 126,North Lauren,Illinois,Mayotte,Wholesale,True,2019-04-14,False,2,2020-09-12,2021-07-19,False,24
60,CUST-100060,David Castillo,Male,2001-02-14,(921)940-6050x95928,bryan47@example.com,3936 James Shoals Apt. 126,North Lauren,Illinois,Mayotte,Wholesale,True,2020-04-23,False,3,2021-07-20,9999-12-31,True,24
61,CUST-100061,Jasmine Sims,Male,1995-08-17,871.402.3400x39848,sherylbyrd@example.org,34610 Joshua Harbor,Port Brian,Illinois,Armenia,Online,True,2014-03-10,False,1,2020-01-01,2021-02-27,False,29
61,CUST-100061,Jasmine Sims,Male,1995-08-17,871.402.3400x39848,sherylbyrd@example.org,34610 Joshua Harbor,Port Brian,Illinois,Armenia,Online,True,2018-03-17,True,2,2021-02-28,2022-04-27,False,29
61,CUST-100061,Jasmine Sims,Male,1995-08-17,871.402.3400x39848,sherylbyrd@example.org,34610 Joshua Harbor,Port Brian,Illinois,Armenia,Online,True,2020-04-14,False,3,2022-04-28,9999-12-31,True,29
62,CUST-100062,Kelly Campbell,Male,2006-05-23,(235)662-3539x785,robin18@example.net,0474 Katie Glen Apt. 813,Hunterchester,Oklahoma,Thailand,Retail,False,2020-01-01,False,1,2020-01-01,9999-12-31,True,19
63,CUST-100063,Benjamin Potter,Female,1990-07-20,+1-617-404-3065x892,pgay@example.com,7886 Freeman Tunnel Suite 432,Christopherport,Kansas,Antarctica (the territory South of 60 deg S),Wholesale,True,2016-07-01,False,1,2020-01-01,2021-05-05,False,35
63,CUST-100063,Benjamin Potter,Female,1990-07-20,+1-617-404-3065x892,pgay@example.com,7886 Freeman Tunnel Suite 432,Christopherport,Kansas,Antarctica (the territory South of 60 deg S),Wholesale,True,2014-03-23,False,2,2021-05-06,2021-11-09,False,35
63,CUST-100063,Benjamin Potter,Female,1990-07-20,+1-617-404-3065x892,pgay@example.com,7886 Freeman Tunnel Suite 432,Christopherport,Kansas,Antarctica (the territory South of 60 deg S),Wholesale,True,2015-09-21,False,3,2021-11-10,9999-12-31,True,35
64,CUST-100064,Natasha Roberts,Male,1993-05-19,001-377-316-7456,reedkevin@example.com,90480 Maria Burgs Suite 181,South Scott,Wisconsin,Micronesia,Retail,False,2018-04-09,False,1,2020-01-01,2020-10-31,False,32
64,CUST-100064,Natasha Roberts,Male,1993-05-19,001-377-316-7456,reedkevin@example.com,90480 Maria Burgs Suite 181,South Scott,Wisconsin,Micronesia,Retail,False,2012-07-03,True,2,2020-11-01,9999-12-31,True,32
65,CUST-100065,Brandon Green,Male,1966-11-16,2657142655,mcdanielrobert@example.com,05423 Hart Grove,North Joel,Ohio,Mali,Online,False,1995-06-29,True,1,2020-01-01,2020-11-09,False,58
65,CUST-100065,Brandon Green,Male,1966-11-16,2657142655,mcdanielrobert@example.com,05423 Hart Grove,North Joel,Ohio,Mali,Online,False,1987-01-15,False,2,2020-11-10,9999-12-31,True,58
66,CUST-100066,Jeffery Wise,Female,1973-05-31,(392)866-3046x12564,ihansen@example.net,59310 Amanda Vista Apt. 462,Benitezview,Missouri,Paraguay,Retail,False,1994-08-14,True,1,2020-01-01,2020-09-14,False,52
66,CUST-100066,Jeffery Wise,Female,1973-05-31,(392)866-3046x12564,ihansen@example.net,59310 Amanda Vista Apt. 462,Benitezview,Missouri,Paraguay,Retail,False,2006-12-15,True,2,2020-09-15,9999-12-31,True,52
67,CUST-100067,David Mitchell,Male,1999-06-20,407.716.6211,victorking@example.com,2146 Vazquez Land,Thompsonburgh,Oklahoma,Azerbaijan,Wholesale,False,2019-11-03,True,1,2020-01-01,2020-12-01,False,26
67,CUST-100067,David Mitchell,Male,1999-06-20,407.716.6211,victorking@example.com,2146 Vazquez Land,Thompsonburgh,Oklahoma,Azerbaijan,Wholesale,True,2017-12-05,True,2,2020-12-02,9999-12-31,True,26
68,CUST-100068,Joseph Mata,Female,1976-02-22,+1-951-517-1488,gclark@example.org,9018 Alvarez Harbor,Timothyside,Maine,Reunion,Retail,True,2003-02-17,False,1,2020-01-01,2020-10-26,False,49
68,CUST-100068,Joseph Mata,Female,1976-02-22,+1-951-517-1488,gclark@example.org,9018 Alvarez Harbor,Timothyside,Maine,Reunion,Retail,False,2008-10-19,True,2,2020-10-27,2021-10-10,False,49
68,CUST-100068,Joseph Mata,Female,1976-02-22,+1-951-517-1488,gclark@example.org,9018 Alvarez Harbor,Timothyside,Maine,Reunion,Retail,False,2001-03-07,False,3,2021-10-11,9999-12-31,True,49
69,CUST-100069,Tracey Kline,Male,1994-12-08,+1-596-838-0782x07679,tinawright@example.org,3904 Khan Pines,Dawsonview,Arizona,Kuwait,Online,False,2017-04-10,True,1,2020-01-01,2020-12-03,False,30
69,CUST-100069,Tracey Kline,Male,1994-12-08,+1-596-838-0782x07679,tinawright@example.org,3904 Khan Pines,Dawsonview,Arizona,Kuwait,Online,True,2016-09-05,True,2,2020-12-04,9999-12-31,True,30
70,CUST-100070,Kristi Weeks,Female,1985-03-04,(889)749-7645x4785,rebeccalong@example.com,34481 Pratt Road Apt. 163,Joditon,Arkansas,Monaco,Retail,False,2012-04-01,True,1,2020-01-01,2020-12-03,False,40
70,CUST-100070,Kristi Weeks,Female,1985-03-04,(889)749-7645x4785,rebeccalong@example.com,34481 Pratt Road Apt. 163,Joditon,Arkansas,Monaco,Retail,False,2010-10-02,True,2,2020-12-04,9999-12-31,True,40
71,CUST-100071,Robert Watkins,Male,2005-07-08,(694)358-3101,carrollcarrie@example.com,67545 Rogers Field,South Sherrychester,Missouri,South Georgia and the South Sandwich Islands,Retail,True,2020-01-01,True,1,2020-01-01,2020-09-03,False,20
71,CUST-100071,Robert Watkins,Male,2005-07-08,(694)358-3101,carrollcarrie@example.com,67545 Rogers Field,South Sherrychester,Missouri,South Georgia and the South Sandwich Islands,Retail,True,2020-09-04,False,2,2020-09-04,2021-07-07,False,20
71,CUST-100071,Robert Watkins,Male,2005-07-08,(694)358-3101,carrollcarrie@example.com,67545 Rogers Field,South Sherrychester,Missouri,South Georgia and the South Sandwich Islands,Retail,False,2021-07-08,True,3,2021-07-08,9999-12-31,True,20
72,CUST-100072,Tyler Ramos,Female,2004-04-11,+1-762-328-9190x9991,johndelgado@example.org,7631 Steven Unions,East Jon,Kansas,Belgium,Retail,True,2020-01-01,True,1,2020-01-01,9999-12-31,True,21
73,CUST-100073,Joel Ramirez,Male,1981-02-28,001-537-787-6182x417,jessicacolon@example.com,712 Christopher Stravenue,Nguyenfort,Florida,Comoros,Retail,False,2007-02-17,True,1,2020-01-01,9999-12-31,True,44
74,CUST-100074,Steven Peterson,Male,1984-10-10,(877)882-9809,kennedysheryl@example.com,5615 Christopher Streets,Tranfurt,Nebraska,Belize,Online,False,2014-07-17,True,1,2020-01-01,9999-12-31,True,40
75,CUST-100075,Susan Williams,Female,1986-12-21,+1-997-929-8692x1393,mcconnelljamie@example.org,61599 Daniel Port,Andersonfurt,Tennessee,Brazil,Online,True,2019-07-30,False,1,2020-01-01,2021-04-29,False,38
75,CUST-100075,Susan Williams,Female,1986-12-21,+1-997-929-8692x1393,mcconnelljamie@example.org,61599 Daniel Port,Andersonfurt,Tennessee,Brazil,Online,True,2010-01-12,False,2,2021-04-30,2022-06-22,False,38
75,CUST-100075,Susan Williams,Female,1986-12-21,+1-997-929-8692x1393,mcconnelljamie@example.org,61599 Daniel Port,Andersonfurt,Tennessee,Brazil,Online,False,2015-08-17,True,3,2022-06-23,9999-12-31,True,38
76,CUST-100076,Brenda Stanton,Female,2000-01-07,+1-237-330-6832x536,gclark@example.org,759 Singleton Pass Apt. 183,Dixonton,South Carolina,Georgia,Wholesale,False,2018-09-27,True,1,2020-01-01,9999-12-31,True,25
77,CUST-100077,Austin Jackson,Female,1966-06-26,(405)389-0014x87764,davisfrank@example.net,8810 Mooney Isle Apt. 229,Kathrynview,Wisconsin,Greenland,Wholesale,True,1986-07-12,True,1,2020-01-01,9999-12-31,True,59
78,CUST-100078,Paula King,Male,1972-07-07,001-909-666-5835,kevin06@example.com,190 Jack Stream Apt. 930,New Jacobland,Pennsylvania,South Africa,Wholesale,False,2000-04-02,False,1,2020-01-01,2020-09-05,False,53
78,CUST-100078,Paula King,Male,1972-07-07,001-909-666-5835,kevin06@example.com,190 Jack Stream Apt. 930,New Jacobland,Pennsylvania,South Africa,Wholesale,False,1999-03-18,False,2,2020-09-06,9999-12-31,True,53
79,CUST-100079,Gary West,Female,1991-03-08,769-479-6331x452,charlesthomas@example.org,342 Joshua Court Apt. 527,Marthaberg,Kansas,Lao People's Democratic Republic,Online,False,2012-03-04,True,1,2020-01-01,2020-08-27,False,34
79,CUST-100079,Gary West,Female,1991-03-08,769-479-6331x452,charlesthomas@example.org,342 Joshua Court Apt. 527,Marthaberg,Kansas,Lao People's Democratic Republic,Online,True,2016-07-25,False,2,2020-08-28,2021-05-25,False,34
79,CUST-100079,Gary West,Female,1991-03-08,769-479-6331x452,charlesthomas@example.org,342 Joshua Court Apt. 527,Marthaberg,Kansas,Lao People's Democratic Republic,Online,False,2021-04-06,False,3,2021-05-26,9999-12-31,True,34
80,CUST-100080,Heather Mccarty,Male,1955-01-29,+1-460-570-6336,nancy60@example.org,38957 Cook Orchard,South Jamesview,Arizona,Finland,Online,False,1978-04-27,False,1,2020-01-01,2021-01-21,False,70
80,CUST-100080,Heather Mccarty,Male,1955-01-29,+1-460-570-6336,nancy60@example.org,38957 Cook Orchard,South Jamesview,Arizona,Finland,Online,False,1997-08-21,False,2,2021-01-22,9999-12-31,True,70
81,CUST-100081,Joseph Harris,Female,1963-09-16,324.405.4954x6578,paul40@example.com,984 Brooke Extensions Apt. 717,Evansshire,New York,Vietnam,Wholesale,False,2001-01-03,False,1,2020-01-01,2020-10-06,False,61
81,CUST-100081,Joseph Harris,Female,1963-09-16,324.405.4954x6578,paul40@example.com,984 Brooke Extensions Apt. 717,Evansshire,New York,Vietnam,Wholesale,False,2014-01-01,False,2,2020-10-07,9999-12-31,True,61
82,CUST-100082,Victoria Acosta,Male,1958-04-08,+1-482-750-7654x7454,troyhunt@example.org,4714 Sanchez Forks Suite 676,Mitchellfurt,Iowa,Norway,Online,True,1996-04-23,True,1,2020-01-01,2021-02-06,False,67
82,CUST-100082,Victoria Acosta,Male,1958-04-08,+1-482-750-7654x7454,troyhunt@example.org,4714 Sanchez Forks Suite 676,Mitchellfurt,Iowa,Norway,Online,True,2002-09-18,True,2,2021-02-07,2022-06-02,False,67
82,CUST-100082,Victoria Acosta,Male,1958-04-08,+1-482-750-7654x7454,troyhunt@example.org,4714 Sanchez Forks Suite 676,Mitchellfurt,Iowa,Norway,Online,True,1991-11-28,False,3,2022-06-03,9999-12-31,True,67
83,CUST-100083,Taylor Alexander,Male,1970-06-08,+1-487-951-1266x1817,elizabeth68@example.com,92534 Rivas Gateway,North Scottview,Hawaii,Barbados,Retail,False,1997-09-18,True,1,2020-01-01,9999-12-31,True,55
84,CUST-100084,David Cochran,Male,1996-09-01,(840)654-4550,carolwebb@example.net,761 Stanley Canyon,Jacquelineberg,New York,Saint Martin,Wholesale,False,2018-03-17,False,1,2020-01-01,2020-07-03,False,28
84,CUST-100084,David Cochran,Male,1996-09-01,(840)654-4550,carolwebb@example.net,761 Stanley Canyon,Jacquelineberg,New York,Saint Martin,Wholesale,True,2018-06-09,True,2,2020-07-04,9999-12-31,True,28
85,CUST-100085,James Wolfe,Male,1962-06-24,729.559.1392,kmiller@example.org,124 Sanford Islands,Benitezview,Alaska,British Indian Ocean Territory (Chagos Archipelago),Online,True,2007-02-01,True,1,2020-01-01,2020-09-20,False,63
85,CUST-100085,James Wolfe,Male,1962-06-24,729.559.1392,kmiller@example.org,124 Sanford Islands,Benitezview,Alaska,British Indian Ocean Territory (Chagos Archipelago),Online,False,2004-08-15,True,2,2020-09-21,9999-12-31,True,63
86,CUST-100086,Ashley Simon,Female,1995-10-07,001-547-546-8564x8507,carloscastillo@example.net,553 Samantha Avenue Apt. 399,East Suzannemouth,Washington,Australia,Wholesale,False,2019-10-01,False,1,2020-01-01,2021-01-30,False,29
86,CUST-100086,Ashley Simon,Female,1995-10-07,001-547-546-8564x8507,carloscastillo@example.net,553 Samantha Avenue Apt. 399,East Suzannemouth,Washington,Australia,Wholesale,False,2020-01-05,False,2,2021-01-31,9999-12-31,True,29
87,CUST-100087,Anthony Leach,Male,1992-10-08,288.807.7838,ricky42@example.net,0551 Turner Valleys Apt. 604,East Eric,Utah,Rwanda,Online,True,2015-05-13,False,1,2020-01-01,9999-12-31,True,32
88,CUST-100088,Maria French,Female,1958-11-03,742-832-9762x63725,osanders@example.org,4383 Julie Keys,West Dannyborough,Kansas,Sudan,Wholesale,False,1978-04-18,False,1,2020-01-01,2020-12-16,False,66
88,CUST-100088,Maria French,Female,1958-11-03,742-832-9762x63725,osanders@example.org,4383 Julie Keys,West Dannyborough,Kansas,Sudan,Wholesale,True,1999-12-08,True,2,2020-12-17,2021-07-05,False,66
88,CUST-100088,Maria French,Female,1958-11-03,742-832-9762x63725,osanders@example.org,4383 Julie Keys,West Dannyborough,Kansas,Sudan,Wholesale,True,2021-03-10,False,3,2021-07-06,9999-12-31,True,66
89,CUST-100089,Keith Norman,Male,1967-11-24,+1-596-462-1168x9705,rosewilson@example.com,114 Jackson Junction,Parkermouth,South Dakota,Russian Federation,Online,True,1997-06-28,True,1,2020-01-01,2020-12-27,False,57
89,CUST-100089,Keith Norman,Male,1967-11-24,+1-596-462-1168x9705,rosewilson@example.com,114 Jackson Junction,Parkermouth,South Dakota,Russian Federation,Online,False,2015-10-08,True,2,2020-12-28,9999-12-31,True,57
90,CUST-100090,Shannon Schultz,Female,1968-10-19,223.557.5004x6774,dkeith@example.net,4171 Lisa Spring Apt. 903,Sullivanshire,Virginia,El Salvador,Wholesale,False,1991-02-03,False,1,2020-01-01,2021-04-27,False,56
90,CUST-100090,Shannon Schultz,Female,1968-10-19,223.557.5004x6774,dkeith@example.net,4171 Lisa Spring Apt. 903,Sullivanshire,Virginia,El Salvador,Wholesale,False,1989-04-21,False,2,2021-04-28,2022-04-09,False,56
90,CUST-100090,Shannon Schultz,Female,1968-10-19,223.557.5004x6774,dkeith@example.net,4171 Lisa Spring Apt. 903,Sullivanshire,Virginia,El Salvador,Wholesale,False,1988-07-10,False,3,2022-04-10,9999-12-31,True,56
91,CUST-100091,James Barnes,Male,1975-01-15,+1-866-332-2967x4503,joseph51@example.com,60502 Kristin Spurs,Colinburgh,Illinois,United States of America,Retail,False,2012-08-30,False,1,2020-01-01,2021-02-21,False,50
91,CUST-100091,James Barnes,Male,1975-01-15,+1-866-332-2967x4503,joseph51@example.com,60502 Kristin Spurs,Colinburgh,Illinois,United States of America,Retail,True,2007-01-05,False,2,2021-02-22,2022-06-03,False,50
91,CUST-100091,James Barnes,Male,1975-01-15,+1-866-332-2967x4503,joseph51@example.com,60502 Kristin Spurs,Colinburgh,Illinois,United States of America,Retail,False,2010-03-02,True,3,2022-06-04,9999-12-31,True,50
92,CUST-100092,Laura Banks,Female,1967-04-18,+1-941-671-1352x75913,qgolden@example.org,129 Carl Parkway,North Andrea,Florida,Netherlands,Online,True,2001-02-22,False,1,2020-01-01,9999-12-31,True,58
93,CUST-100093,Alyssa Moore,Female,1981-05-07,001-752-658-1644x5942,rmacdonald@example.net,48366 Wilson Avenue,Lake Colleenton,Florida,Eritrea,Wholesale,True,2017-11-06,False,1,2020-01-01,2020-12-02,False,44
93,CUST-100093,Alyssa Moore,Female,1981-05-07,001-752-658-1644x5942,rmacdonald@example.net,48366 Wilson Avenue,Lake Colleenton,Florida,Eritrea,Wholesale,True,2011-12-30,True,2,2020-12-03,9999-12-31,True,44
94,CUST-100094,Gary Wright,Female,1994-07-22,600.359.5556,oconnorjames@example.com,95867 Sullivan Rapids,Lake Andrefort,Kansas,Palau,Wholesale,True,2019-11-21,False,1,2020-01-01,2020-12-07,False,31
94,CUST-100094,Gary Wright,Female,1994-07-22,600.359.5556,oconnorjames@example.com,95867 Sullivan Rapids,Lake Andrefort,Kansas,Palau,Wholesale,False,2018-02-16,True,2,2020-12-08,2021-11-06,False,31
94,CUST-100094,Gary Wright,Female,1994-07-22,600.359.5556,oconnorjames@example.com,95867 Sullivan Rapids,Lake Andrefort,Kansas,Palau,Wholesale,True,2017-06-23,True,3,2021-11-07,9999-12-31,True,31
95,CUST-100095,Maria Barrera,Male,1956-06-13,2776825572,kathleen21@example.org,44601 Lindsay Mews Apt. 649,Walkerside,Oklahoma,Bangladesh,Retail,True,2010-09-02,False,1,2020-01-01,2020-11-04,False,69
95,CUST-100095,Maria Barrera,Male,1956-06-13,2776825572,kathleen21@example.org,44601 Lindsay Mews Apt. 649,Walkerside,Oklahoma,Bangladesh,Retail,True,2017-04-21,False,2,2020-11-05,2021-10-22,False,69
95,CUST-100095,Maria Barrera,Male,1956-06-13,2776825572,kathleen21@example.org,44601 Lindsay Mews Apt. 649,Walkerside,Oklahoma,Bangladesh,Retail,True,1991-05-10,False,3,2021-10-23,9999-12-31,True,69
96,CUST-100096,Christopher Ewing,Male,1996-05-04,(482)430-8361,jerrygardner@example.org,07276 Cooper Shoal Apt. 376,West Shawnside,Idaho,Bulgaria,Retail,True,2016-07-26,True,1,2020-01-01,2021-04-12,False,29
96,CUST-100096,Christopher Ewing,Male,1996-05-04,(482)430-8361,jerrygardner@example.org,07276 Cooper Shoal Apt. 376,West Shawnside,Idaho,Bulgaria,Retail,True,2017-05-07,False,2,2021-04-13,9999-12-31,True,29
97,CUST-100097,Calvin Davis,Male,1974-05-11,+1-830-919-2276x31305,kelsey47@example.org,1491 Lambert Fork,Jeremychester,Vermont,Burundi,Retail,True,2017-01-26,True,1,2020-01-01,2020-07-08,False,51
97,CUST-100097,Calvin Davis,Male,1974-05-11,+1-830-919-2276x31305,kelsey47@example.org,1491 Lambert Fork,Jeremychester,Vermont,Burundi,Retail,False,2007-04-02,True,2,2020-07-09,2021-06-06,False,51
97,CUST-100097,Calvin Davis,Male,1974-05-11,+1-830-919-2276x31305,kelsey47@example.org,1491 Lambert Fork,Jeremychester,Vermont,Burundi,Retail,True,2019-02-27,True,3,2021-06-07,9999-12-31,True,51
98,CUST-100098,Felicia Bell,Female,1973-09-29,506.219.0691,desiree81@example.org,461 Steven Underpass Apt. 276,Kaylaborough,North Carolina,Samoa,Wholesale,True,2003-02-13,False,1,2020-01-01,2020-08-02,False,51
98,CUST-100098,Felicia Bell,Female,1973-09-29,506.219.0691,desiree81@example.org,461 Steven Underpass Apt. 276,Kaylaborough,North Carolina,Samoa,Wholesale,False,1996-09-19,True,2,2020-08-03,2021-08-27,False,51
98,CUST-100098,Felicia Bell,Female,1973-09-29,506.219.0691,desiree81@example.org,461 Steven Underpass Apt. 276,Kaylaborough,North Carolina,Samoa,Wholesale,False,2004-11-09,True,3,2021-08-28,9999-12-31,True,51
99,CUST-100099,Matthew Williams,Male,1967-11-13,(718)797-8972x8319,speters@example.org,732 Teresa Mountain,Francishaven,Minnesota,French Guiana,Retail,False,1989-07-29,False,1,2020-01-01,2021-04-01,False,57
99,CUST-100099,Matthew Williams,Male,1967-11-13,(718)797-8972x8319,speters@example.org,732 Teresa Mountain,Francishaven,Minnesota,French Guiana,Retail,True,2019-06-24,False,2,2021-04-02,2022-01-17,False,57
99,CUST-100099,Matthew Williams,Male,1967-11-13,(718)797-8972x8319,speters@example.org,732 Teresa Mountain,Francishaven,Minnesota,French Guiana,Retail,False,2017-10-19,True,3,2022-01-18,9999-12-31,True,57
100,CUST-100100,Jill Davis,Female,1979-03-15,944-586-9565x751,randycastro@example.org,9145 Castro Greens Suite 933,West Keithport,Hawaii,Mongolia,Wholesale,True,2011-10-26,True,1,2020-01-01,2021-02-22,False,46
100,CUST-100100,Jill Davis,Female,1979-03-15,944-586-9565x751,randycastro@example.org,9145 Castro Greens Suite 933,West Keithport,Hawaii,Mongolia,Wholesale,True,1999-12-11,False,2,2021-02-23,9999-12-31,True,46
101,CUST-100101,Tracy Walker,Male,1961-10-27,+1-747-524-3630,robertsonamber@example.org,926 Underwood Locks Apt. 593,East Johnny,Rhode Island,Singapore,Online,True,2001-02-19,True,1,2020-01-01,2021-03-27,False,63
101,CUST-100101,Tracy Walker,Male,1961-10-27,+1-747-524-3630,robertsonamber@example.org,926 Underwood Locks Apt. 593,East Johnny,Rhode Island,Singapore,Online,False,2008-02-23,False,2,2021-03-28,9999-12-31,True,63
102,CUST-100102,Mark Young,Female,1993-07-13,353-256-6721x1490,kevin03@example.org,50043 Crystal Extensions Suite 568,Port Kimberly,Indiana,Cook Islands,Online,False,2013-11-16,True,1,2020-01-01,2020-07-29,False,32
102,CUST-100102,Mark Young,Female,1993-07-13,353-256-6721x1490,kevin03@example.org,50043 Crystal Extensions Suite 568,Port Kimberly,Indiana,Cook Islands,Online,True,2017-04-18,False,2,2020-07-30,2021-08-23,False,32
102,CUST-100102,Mark Young,Female,1993-07-13,353-256-6721x1490,kevin03@example.org,50043 Crystal Extensions Suite 568,Port Kimberly,Indiana,Cook Islands,Online,True,2018-03-30,False,3,2021-08-24,9999-12-31,True,32
103,CUST-100103,Corey Shelton,Male,1968-07-23,+1-796-948-2490x012,brooke83@example.net,319 Zamora Hill Suite 386,Brownport,Nevada,Angola,Retail,False,2006-02-17,False,1,2020-01-01,9999-12-31,True,57
104,CUST-100104,Joseph Stephenson,Male,2000-02-29,+1-981-238-6440x34460,idodson@example.com,9858 Kevin Rapids,Marytown,Idaho,Taiwan,Wholesale,False,2019-11-08,False,1,2020-01-01,2021-03-01,False,25
104,CUST-100104,Joseph Stephenson,Male,2000-02-29,+1-981-238-6440x34460,idodson@example.com,9858 Kevin Rapids,Marytown,Idaho,Taiwan,Wholesale,False,2020-06-17,False,2,2021-03-02,9999-12-31,True,25
105,CUST-100105,Jamie Barker,Male,1976-10-20,(950)586-9646,christian54@example.net,1706 Brown Ways Apt. 078,Dodsonbury,Washington,Wallis and Futuna,Retail,True,2016-03-07,True,1,2020-01-01,2020-10-03,False,48
105,CUST-100105,Jamie Barker,Male,1976-10-20,(950)586-9646,christian54@example.net,1706 Brown Ways Apt. 078,Dodsonbury,Washington,Wallis and Futuna,Retail,True,2007-10-27,False,2,2020-10-04,2021-05-24,False,48
105,CUST-100105,Jamie Barker,Male,1976-10-20,(950)586-9646,christian54@example.net,1706 Brown Ways Apt. 078,Dodsonbury,Washington,Wallis and Futuna,Retail,False,2000-11-18,False,3,2021-05-25,9999-12-31,True,48
106,CUST-100106,James Eaton,Male,1991-11-22,711-735-5154,richardwilliams@example.org,9992 Mathew Spurs Suite 443,West Evelyn,Wisconsin,Bosnia and Herzegovina,Wholesale,False,2013-05-26,True,1,2020-01-01,9999-12-31,True,33
107,CUST-100107,Jonathan Jones,Male,1986-10-25,+1-228-976-3545x284,adamslogan@example.net,037 Christine Corners,North William,Ohio,Heard Island and McDonald Islands,Retail,False,2007-10-24,False,1,2020-01-01,2021-02-15,False,38
107,CUST-100107,Jonathan Jones,Male,1986-10-25,+1-228-976-3545x284,adamslogan@example.net,037 Christine Corners,North William,Ohio,Heard Island and McDonald Islands,Retail,False,2011-02-10,True,2,2021-02-16,2022-06-23,False,38
107,CUST-100107,Jonathan Jones,Male,1986-10-25,+1-228-976-3545x284,adamslogan@example.net,037 Christine Corners,North William,Ohio,Heard Island and McDonald Islands,Retail,False,2013-06-09,True,3,2022-06-24,9999-12-31,True,38
108,CUST-100108,Rhonda Best,Female,1992-04-22,(589)328-5527,charlottetaylor@example.org,723 Carrillo Locks Suite 047,Danielsland,Montana,Montenegro,Online,False,2017-05-01,False,1,2020-01-01,2020-08-02,False,33
108,CUST-100108,Rhonda Best,Female,1992-04-22,(589)328-5527,charlottetaylor@example.org,723 Carrillo Locks Suite 047,Danielsland,Montana,Montenegro,Online,True,2015-03-28,False,2,2020-08-03,9999-12-31,True,33
109,CUST-100109,Michael Williams,Female,1995-06-07,001-846-782-0970,bwhitehead@example.org,0619 King Underpass Suite 145,Harrisville,Texas,New Caledonia,Wholesale,True,2018-10-06,False,1,2020-01-01,2021-02-04,False,30
109,CUST-100109,Michael Williams,Female,1995-06-07,001-846-782-0970,bwhitehead@example.org,0619 King Underpass Suite 145,Harrisville,Texas,New Caledonia,Wholesale,False,2014-07-03,False,2,2021-02-05,9999-12-31,True,30
110,CUST-100110,Mr. Donald Grimes,Male,1983-04-26,+1-553-244-4126x531,xgomez@example.org,05046 John Gateway,West Dianeland,Indiana,United Kingdom,Online,False,2007-10-19,True,1,2020-01-01,2021-03-23,False,42
110,CUST-100110,Mr. Donald Grimes,Male,1983-04-26,+1-553-244-4126x531,xgomez@example.org,05046 John Gateway,West Dianeland,Indiana,United Kingdom,Online,True,2010-04-29,False,2,2021-03-24,2021-12-10,False,42
110,CUST-100110,Mr. Donald Grimes,Male,1983-04-26,+1-553-244-4126x531,xgomez@example.org,05046 John Gateway,West Dianeland,Indiana,United Kingdom,Online,False,2001-06-11,True,3,2021-12-11,9999-12-31,True,42
111,CUST-100111,James Bowers,Male,1991-10-26,(223)591-4072,sarah87@example.org,62518 Hall Gardens,Maxwellburgh,Connecticut,Latvia,Online,True,2014-07-08,False,1,2020-01-01,2020-08-19,False,33
111,CUST-100111,James Bowers,Male,1991-10-26,(223)591-4072,sarah87@example.org,62518 Hall Gardens,Maxwellburgh,Connecticut,Latvia,Online,False,2018-02-17,False,2,2020-08-20,2021-12-18,False,33
111,CUST-100111,James Bowers,Male,1991-10-26,(223)591-4072,sarah87@example.org,62518 Hall Gardens,Maxwellburgh,Connecticut,Latvia,Online,False,2017-09-13,False,3,2021-12-19,9999-12-31,True,33
112,CUST-100112,Kathleen Bishop,Female,1959-04-12,001-256-421-5762x42340,wjohnson@example.org,53717 Stewart Crescent,Riveraborough,Washington,Nigeria,Wholesale,False,1997-05-15,True,1,2020-01-01,2021-03-08,False,66
112,CUST-100112,Kathleen Bishop,Female,1959-04-12,001-256-421-5762x42340,wjohnson@example.org,53717 Stewart Crescent,Riveraborough,Washington,Nigeria,Wholesale,True,2013-08-28,False,2,2021-03-09,2022-05-30,False,66
112,CUST-100112,Kathleen Bishop,Female,1959-04-12,001-256-421-5762x42340,wjohnson@example.org,53717 Stewart Crescent,Riveraborough,Washington,Nigeria,Wholesale,False,2019-12-30,True,3,2022-05-31,9999-12-31,True,66
113,CUST-100113,Joshua Hamilton,Male,1984-10-26,755.594.4795x585,megan02@example.com,6589 Joseph Pine,Adamshaven,Minnesota,Belize,Wholesale,False,2005-03-30,True,1,2020-01-01,9999-12-31,True,40
114,CUST-100114,Thomas Jensen,Female,1992-11-21,428.898.6719,christopher53@example.org,54671 James Glen Apt. 034,Johnport,Vermont,Rwanda,Wholesale,True,2019-10-02,False,1,2020-01-01,2020-07-02,False,32
114,CUST-100114,Thomas Jensen,Female,1992-11-21,428.898.6719,christopher53@example.org,54671 James Glen Apt. 034,Johnport,Vermont,Rwanda,Wholesale,False,2011-01-27,False,2,2020-07-03,9999-12-31,True,32
115,CUST-100115,Tina Alexander,Male,1979-01-10,3947603175,marquezrebecca@example.org,690 Emily Row,Benjaminfurt,Nevada,Dominican Republic,Retail,True,2017-01-18,True,1,2020-01-01,9999-12-31,True,46
