CustomerKey,CustomerID,FullName,Gender,DateOfBirth,Age,PhoneNumber,Email,Address,City,Province,Country,CustomerType,IsLoyalCustomer,JoinDate,IsActive,CreateDate
135,CUST-100135,Kenneth Rodriguez,Male,1999-09-26,26,974.884.1017x4703,nicolemckinney@example.net,13257 Henderson Plaza,Travistown,Indiana,Russian Federation,Wholesale,False,2023-12-29,False,2025-02-19
136,CUST-100136,Phillip Jenkins,Male,1968-09-11,57,001-783-764-8483x00114,chavezchristopher@example.net,3505 Sanchez Parks,New Bradleyview,Oregon,El Salvador,Retail,False,2012-07-28,False,2023-11-30
137,CUST-100137,Nicholas Reeves,Male,1965-05-25,60,786.992.6341,hernandezkaren@example.com,75159 Richard Haven,Cookside,Virginia,Pakistan,Wholesale,True,2002-11-10,True,2006-07-24
138,CUST-100138,Stephanie Miller,Female,1999-11-01,26,+1-512-945-0333,dakotabarnes@example.org,79308 Ashley Glens,Maldonadoborough,Missouri,Zambia,Wholesale,False,2020-02-26,False,2022-02-12
139,CUST-100139,Juan Cortez,Male,1982-06-27,43,276.933.2764,johnsonashley@example.com,324 Elizabeth Place,North Daniel,Hawaii,British Indian Ocean Territory (Chagos Archipelago),Retail,False,2020-07-03,True,2022-10-31
140,CUST-100140,Blake Hunter,Male,1958-06-25,67,001-572-732-9190x680,nkim@example.org,4718 Thomas Greens Suite 865,New Elaine,Montana,Poland,Online,True,1990-05-28,True,2010-02-10
141,CUST-100141,Julie Olson,Female,1975-06-19,50,287-470-1722x990,sheridunn@example.net,20512 Martinez Wells,South Jacob,Michigan,Swaziland,Retail,True,2021-05-05,False,2021-08-29
142,CUST-100142,Leslie Hernandez,Female,1975-10-13,50,349-317-0256x6102,clarkemichael@example.net,43519 Martinez Drives,Lake Robert,Wyoming,French Southern Territories,Retail,False,2020-09-12,True,2021-11-12
143,CUST-100143,Jimmy Sanchez,Male,1990-03-09,35,001-275-212-8764x82966,laura20@example.com,90108 Wilson Crest,West Aliciaton,Michigan,Benin,Wholesale,False,2008-12-15,False,2011-06-21
144,CUST-100144,Mr. Brian Gonzalez,Male,1975-04-03,50,(820)542-0809x89081,andersontyrone@example.com,796 Shannon Lodge Apt. 352,East Brittany,North Carolina,Somalia,Wholesale,True,2008-05-13,False,2023-03-30
145,CUST-100145,Diana Burke,Female,1986-02-18,39,001-341-727-5412,dfreeman@example.org,59360 Amanda Locks,Rosariostad,New Hampshire,Vietnam,Retail,False,2006-09-07,False,2007-09-21
146,CUST-100146,Alexander Garner,Male,1998-08-05,27,001-595-803-6833x0446,jennifer75@example.org,450 Vargas Crossroad Apt. 252,Castanedaberg,Missouri,Russian Federation,Wholesale,False,2017-10-11,False,2023-08-06
147,CUST-100147,Allen Chaney,Male,2005-10-17,20,225.570.0123x351,smoore@example.net,891 Emily Circles,East Hectorburgh,Louisiana,Armenia,Online,True,2025-06-04,True,2025-06-28
148,CUST-100148,Karen Dominguez,Female,1980-11-22,45,+1-751-274-8170x5644,christopher38@example.net,431 Scott Vista,East Cliffordfurt,Wyoming,French Guiana,Online,True,2008-12-10,False,2014-09-25
149,CUST-100149,Shari Griffin,Female,1999-05-07,26,(324)382-4751x642,laurie11@example.org,339 Shawn Lodge,Port Courtneyville,Wisconsin,Montenegro,Retail,True,2022-04-25,False,2024-10-03
150,CUST-100150,Brandon Ellis,Male,1972-05-07,53,+1-251-649-5995x8485,coxdominique@example.com,2542 Williams Corners Apt. 556,Smithville,Oregon,Turks and Caicos Islands,Retail,False,2022-03-16,False,2023-06-15
151,CUST-100151,Andrea Green,Female,1975-06-23,50,(697)806-2944x84461,catherinejensen@example.com,1723 Ross Stream,Garciastad,Wyoming,Samoa,Retail,True,2011-07-22,False,2011-08-01
152,CUST-100152,Michael Carlson,Male,2004-12-07,21,552-309-6268,lhouse@example.org,636 Horton Forge,New Samanthashire,Oklahoma,Argentina,Retail,False,2025-02-04,False,2025-04-12
153,CUST-100153,Linda Zimmerman,Female,1961-07-07,64,(664)222-8937,tholt@example.org,0490 Tamara Junction,South Rebeccaborough,Connecticut,Rwanda,Online,False,1993-12-06,False,1997-10-03
154,CUST-100154,David Hahn,Male,1965-12-21,60,(890)328-7979x4770,williamstiffany@example.org,3347 Greg Underpass Suite 948,New Xavierland,Colorado,Belarus,Online,False,1998-07-31,False,2019-12-14
155,CUST-100155,Erica Schmidt,Female,1999-06-03,26,(603)665-2437x67408,samueljohnson@example.com,0597 Amy Tunnel Apt. 432,Alyssaport,Colorado,Latvia,Wholesale,False,2019-11-17,False,2020-06-17
156,CUST-100156,Jason Wright,Male,1990-11-10,35,994-734-6110,theresahood@example.net,334 Payne Island,South Shawn,Kentucky,Ethiopia,Retail,True,2016-06-05,True,2021-02-16
157,CUST-100157,Kimberly Calhoun,Female,1980-03-14,45,001-827-923-3713x6065,tjenkins@example.org,1750 Weber Light Suite 582,New Vincent,New Mexico,Saint Barthelemy,Retail,True,2018-09-30,True,2019-10-15
158,CUST-100158,Ryan King,Male,1961-01-22,64,629.281.5853x62495,charles33@example.net,25142 Erin Oval Suite 210,Lake Charleschester,Texas,British Virgin Islands,Wholesale,False,2000-05-12,False,2017-10-28
159,CUST-100159,Jason Walton,Male,1980-08-20,45,001-397-995-4208,pauldavis@example.org,65426 Brittany Island Suite 680,Port Mary,North Carolina,Iraq,Online,False,2002-02-17,False,2016-03-22
160,CUST-100160,Michael Anthony,Male,1957-09-20,68,607.702.7593,watersthomas@example.com,782 Ayers Pine,Kimberlyberg,South Dakota,Guyana,Wholesale,True,1980-04-29,False,1987-05-02
161,CUST-100161,Rhonda Hicks,Female,2005-10-25,20,001-295-520-2781x22331,deannamiller@example.org,676 Rios Pine Suite 312,South Toddmouth,Tennessee,New Caledonia,Online,False,2023-11-11,True,2025-05-29
162,CUST-100162,Alisha Jones,Female,1993-09-20,32,630-527-1856x381,theresa60@example.com,9180 Franco Key Suite 335,Port Andreastad,Illinois,Bolivia,Retail,False,2025-06-03,False,2025-06-21
163,CUST-100163,Jennifer White,Female,1958-01-03,67,(723)301-2912,tclark@example.net,1312 Key Walks Suite 275,North Michael,Florida,Jamaica,Online,True,1979-06-29,True,1991-08-09
164,CUST-100164,Matthew Gibson,Male,1979-06-15,46,+1-546-648-8650x74666,hawkinskaren@example.net,8629 Hale Greens,Jensenbury,Alabama,Dominican Republic,Retail,True,2021-05-14,True,2023-12-03
165,CUST-100165,William Anthony,Male,1992-03-29,33,2855420647,leslie43@example.net,177 Olivia Court Suite 299,Ballardberg,Colorado,Solomon Islands,Wholesale,False,2012-06-22,True,2016-08-16
166,CUST-100166,Julie Perez,Female,2006-06-25,19,755.650.4831,olyons@example.org,0662 Rivera Mission,South Linda,New York,Vietnam,Wholesale,True,2024-11-19,False,2025-02-12
167,CUST-100167,Brandi Gray,Female,1975-06-13,50,+1-482-373-1182x93588,tyler28@example.org,31044 Thompson Glens Apt. 614,Kirbystad,Montana,Mexico,Retail,True,2021-07-01,False,2024-06-25
168,CUST-100168,Jason Hanna,Male,1982-02-03,43,464.801.4158,richardmorrison@example.net,60235 Smith Isle,North Jennifer,New Hampshire,Martinique,Online,True,2025-05-21,True,2025-06-27
169,CUST-100169,Keith Rodriguez,Male,1959-08-06,66,234.703.6588,gutierrezpatrick@example.com,623 William Valley,North Rachelfurt,Arizona,Grenada,Wholesale,True,1978-07-02,False,2009-08-06
170,CUST-100170,Wendy Smith,Female,2004-04-05,21,729.415.2140x3210,martinezjamie@example.org,5406 Nicholas Station,Bennettstad,Arkansas,North Macedonia,Online,True,2023-03-28,False,2024-09-02
171,CUST-100171,Alejandro Lopez,Male,1974-12-12,51,001-328-502-5478x7568,davidpayne@example.com,03493 Coleman Village Suite 755,Bryanberg,Alaska,Guadeloupe,Online,True,1993-08-06,False,1999-03-23
172,CUST-100172,Alexander Davis,Male,1968-11-21,57,(864)459-6571,johnnyparsons@example.com,65367 Michael Manors,Lake Michaelhaven,Texas,Wallis and Futuna,Retail,True,2018-02-20,True,2022-05-02
173,CUST-100173,Kimberly Smith,Female,1971-12-26,54,6269430644,fullermichael@example.net,92574 Kelly Dam,Rebeccafort,New Hampshire,New Caledonia,Online,True,2024-12-12,False,2025-01-13
174,CUST-100174,Alicia Wolfe,Female,1971-10-15,54,307-715-9044x94922,daviscody@example.com,9215 Cisneros Mission,Cruzfort,Utah,Canada,Retail,True,2005-02-17,True,2009-04-01
175,CUST-100175,David Jennings,Male,1971-09-16,54,7353796800,lsmith@example.com,5319 Caldwell Roads Apt. 809,East Davidland,Virginia,Kenya,Wholesale,True,2025-05-09,False,2025-05-21
176,CUST-100176,Jacob Miller,Male,1992-10-27,33,001-436-838-2034x032,williamduran@example.org,65728 Jose Pine Suite 206,Jamesberg,Mississippi,Mauritania,Online,False,2021-11-26,False,2022-11-22
177,CUST-100177,Joseph Acevedo,Male,2002-02-21,23,001-787-959-7100x00680,anthony33@example.com,77744 Sarah Shoals,West Anthony,Indiana,Burkina Faso,Online,False,2024-07-08,True,2024-12-21
178,CUST-100178,John Beasley,Male,1960-09-18,65,+1-740-543-2504x02455,zmyers@example.com,13288 Griffin Estates,Lake Brandytown,Indiana,Russian Federation,Wholesale,True,2019-05-05,True,2024-01-24
179,CUST-100179,Sheri Shaw,Female,1987-01-01,38,(424)307-9322,maria15@example.net,372 Erin Square Apt. 626,West Zacharyton,California,Gabon,Wholesale,False,2018-03-27,True,2022-03-18
180,CUST-100180,Robert Camacho,Male,1957-05-21,68,+1-435-730-6807x40095,timothy90@example.org,9517 Hall Shoals,East Tinaview,New Hampshire,Bermuda,Wholesale,False,2024-04-25,False,2025-02-03
181,CUST-100181,Jaclyn Lane,Female,2003-03-06,22,767.487.1904x7804,jason32@example.net,350 Spencer Meadow Apt. 719,Port Omarmouth,Wisconsin,Nepal,Online,False,2024-12-12,True,2025-06-29
182,CUST-100182,Louis Nelson,Male,1969-02-05,56,(942)899-9712x52317,rbradshaw@example.org,08342 Anna Mission,Lake Dylanville,Idaho,Madagascar,Retail,False,2010-11-22,True,2025-05-21
183,CUST-100183,Daniel Torres,Male,1967-02-02,58,(366)635-3482x57253,leehannah@example.com,1773 Vargas Square Apt. 585,North Kristinatown,Alaska,Gabon,Online,False,2021-04-01,True,2025-01-05
184,CUST-100184,Martin Ballard,Male,1981-07-24,44,537-958-5357x4355,jeanne17@example.org,5936 Miller Burgs,Stanleyshire,Oregon,United States of America,Wholesale,True,2008-02-03,True,2011-10-09
185,CUST-100185,Christopher Holt,Male,1964-02-19,61,(259)547-0586x73063,cameronmendez@example.net,574 Sims Port,Lake Johnshire,Idaho,Kuwait,Wholesale,False,2019-12-14,False,2021-09-17
186,CUST-100186,Francisco Mcdonald,Male,1986-05-14,39,(886)716-3145,heathergarcia@example.org,08638 Blevins Shoals,Stuartberg,Illinois,Japan,Retail,False,2023-02-28,True,2024-06-25
187,CUST-100187,Matthew Thompson,Male,1985-11-20,40,(535)580-2067x8535,cwells@example.net,7293 Christine Junctions Apt. 230,West James,Arkansas,Macao,Wholesale,True,2016-01-02,True,2017-10-26
188,CUST-100188,Joan Brown,Female,1978-07-19,47,(232)885-1251x218,qmiller@example.net,37269 Benjamin Village Suite 361,Malonetown,Virginia,Sao Tome and Principe,Online,False,2003-07-05,False,2020-11-20
189,CUST-100189,Alicia Brown,Female,1993-09-26,32,512-804-0882,usanchez@example.net,3989 James Crest Suite 792,Riveramouth,Wyoming,Mozambique,Online,True,2011-11-18,False,2023-03-13
190,CUST-100190,Aaron Jones,Male,1965-08-18,60,3926419321,williamsdarrell@example.org,651 Chase Garden Suite 747,New Perry,Alabama,Tuvalu,Wholesale,True,2024-03-21,True,2025-02-09
191,CUST-100191,Andrea Phillips,Female,1999-06-05,26,616.327.2671x84380,cobbstephanie@example.net,3252 Michael Way Suite 647,Lake Rickychester,Michigan,New Caledonia,Retail,True,2022-06-14,True,2025-07-23
192,CUST-100192,Jennifer Anthony,Female,1986-09-18,39,594.894.2848,hfrancis@example.com,7186 Gibson Lake Suite 534,Tonyashire,Texas,Serbia,Retail,False,2024-04-05,True,2024-11-24
193,CUST-100193,Briana Wright,Female,1963-11-18,62,(638)983-3865x8054,ugross@example.org,458 Douglas Garden,New Sarahbury,Ohio,Togo,Retail,True,1994-04-17,False,2008-02-01
194,CUST-100194,Emily Dixon,Female,1969-02-08,56,447-590-8471,michaelhaynes@example.com,698 Peters Station,Mannton,Vermont,Cote d'Ivoire,Wholesale,False,2020-06-10,True,2022-01-16
195,CUST-100195,Phillip Jones,Male,1979-06-26,46,944.950.0023,ypacheco@example.com,72607 Thomas Meadows,Williamsmouth,Washington,El Salvador,Wholesale,False,2017-09-30,False,2019-03-28
196,CUST-100196,John Lewis,Male,1999-10-28,26,451-362-6848,amymoreno@example.net,7488 Taylor Extension,Meyerville,Michigan,Maldives,Wholesale,False,2019-07-13,True,2022-03-08
197,CUST-100197,Brenda Jacobs,Female,1956-04-27,69,554.477.6365,angeladuran@example.com,737 Christopher Hill Suite 748,Mathewsberg,Nevada,Ukraine,Wholesale,True,1987-12-18,False,2022-01-03
198,CUST-100198,Matthew Butler,Male,1998-10-25,27,(749)243-6956,hramirez@example.org,1436 Clark Greens Suite 410,Michaeltown,Texas,Nauru,Wholesale,False,2025-04-11,False,2025-04-23
199,CUST-100199,Rachel Williamson,Female,1974-08-07,51,537.493.1443,melissa96@example.net,200 Anne Burgs,Ginahaven,Arkansas,Lithuania,Wholesale,True,2019-08-01,False,2025-07-18
200,CUST-100200,Mrs. Teresa Mccormick,Female,1983-04-06,42,001-200-413-6449x8473,schroedercynthia@example.net,276 Richard Drive,North Mariamouth,Illinois,Gibraltar,Wholesale,True,2016-08-09,False,2020-01-02
201,CUST-100201,Michelle Gutierrez,Female,1958-02-10,67,+1-690-398-5565x5564,nancy28@example.org,862 Michele Road,South Deborah,Texas,Gabon,Wholesale,True,2021-07-16,True,2022-11-21
202,CUST-100202,Jessica Green,Female,1987-08-14,38,+1-404-619-4574x86107,martinezlawrence@example.net,751 Perkins Cliffs,Robertsonside,Florida,France,Wholesale,True,2015-10-20,True,2019-02-03
203,CUST-100203,James Alexander,Male,1974-03-29,51,+1-250-382-1418x1000,wlynn@example.com,4905 Hester Fields,New Diane,Colorado,Saint Kitts and Nevis,Online,False,2012-09-04,True,2013-02-27
204,CUST-100204,Julie Gregory,Female,1963-05-27,62,865-781-4366x06328,anne67@example.com,687 Christine Extensions Apt. 019,Clarkport,Washington,Congo,Retail,False,1990-07-19,False,2008-12-30
205,CUST-100205,Sharon Joseph,Female,2006-10-25,19,001-521-256-8445x012,shelley80@example.org,066 Ashley Garden Apt. 200,Wallsmouth,Oregon,Namibia,Online,False,2025-06-30,True,2025-07-20
206,CUST-100206,Jason Ramos,Male,1973-08-20,52,849-265-0209x54163,janet42@example.com,774 Scott Field Apt. 566,New Sean,Arkansas,Kazakhstan,Wholesale,False,2009-08-24,True,2011-04-26
207,CUST-100207,Lisa Gonzalez,Female,1992-07-05,33,001-995-661-9094,juan78@example.com,31253 William Ford,Rebekahville,Alabama,Tuvalu,Wholesale,False,2011-01-10,True,2015-09-02
208,CUST-100208,Bethany Rogers,Female,2006-04-29,19,305.556.8648,john42@example.net,141 Jackson Throughway Suite 918,West Evan,Idaho,Andorra,Retail,False,2025-01-19,True,2025-06-06
209,CUST-100209,Melissa Barron,Female,1965-01-01,60,842.566.8592,qhanson@example.net,9175 Andrews Points Apt. 488,Cynthiachester,New York,Kenya,Retail,True,2011-08-23,True,2021-03-22
210,CUST-100210,Arthur Garrett,Male,1980-10-13,45,227-891-0214x093,yscott@example.net,9102 Holmes Centers Suite 785,East Dianashire,Montana,Lebanon,Online,False,2024-02-01,False,2024-09-01
211,CUST-100211,Sarah Perez,Female,1998-02-10,27,631-747-4701,grace78@example.org,023 Johnson Highway,Bradleyville,California,Rwanda,Retail,False,2022-09-26,False,2025-05-13
212,CUST-100212,Cheryl Taylor,Female,1975-05-29,50,+1-373-916-9630x92479,roberthaynes@example.org,230 Ramirez Pike,Colleenport,Connecticut,Guadeloupe,Wholesale,False,2008-06-29,False,2025-07-03
213,CUST-100213,Karen Cardenas,Female,1975-02-22,50,672.516.0211x20981,espinozaholly@example.net,3372 Hoffman Key,New Toni,Vermont,Uganda,Retail,True,2021-12-23,False,2022-01-22
214,CUST-100214,Brenda Hoover,Female,1974-03-18,51,(747)912-2980,kclarke@example.com,95338 Carter Mount,Jenniferport,California,Croatia,Online,False,2009-02-18,True,2025-04-01
215,CUST-100215,Sarah Matthews,Female,2001-06-21,24,690-353-5609x75030,andersenjerome@example.net,48856 Brown Rue,Lake Melissa,Montana,Maldives,Wholesale,True,2021-10-29,True,2024-10-26
216,CUST-100216,Jeffrey Gaines,Male,1979-07-25,46,6583495703,madison80@example.org,6628 Cole Ports Suite 528,South Rebeccafort,Connecticut,British Indian Ocean Territory (Chagos Archipelago),Wholesale,False,2018-11-03,False,2023-11-08
217,CUST-100217,Kelly Beck,Male,1957-02-24,68,833-620-0278,joshua36@example.org,54473 Jones Streets,Lake Stephenburgh,Pennsylvania,Trinidad and Tobago,Online,True,1998-10-09,False,2018-10-02
218,CUST-100218,Erin Love,Female,1973-03-13,52,+1-236-940-6623x232,douglas24@example.net,933 Susan Falls Apt. 953,East Jeffreybury,Minnesota,Pakistan,Retail,True,2007-02-09,True,2022-08-08
219,CUST-100219,Jamie Watts,Female,1974-04-28,51,843-877-6333,roger27@example.net,225 Mills Forks,Ortizburgh,Kentucky,United States of America,Wholesale,True,2004-03-12,False,2021-07-14
220,CUST-100220,Dakota Brown,Male,1963-09-30,62,608.772.9256,icox@example.com,07623 Dalton Overpass Apt. 143,Turnermouth,Alabama,Albania,Wholesale,False,2020-01-22,False,2024-04-24
221,CUST-100221,Jaime Wright,Female,1979-02-10,46,+1-480-731-8061x27642,roberto94@example.org,5664 Burch Villages Suite 363,Maryville,Colorado,United States Minor Outlying Islands,Online,False,2018-08-28,False,2022-07-12
222,CUST-100222,Dr. Michael Hernandez,Male,1977-07-25,48,398.490.2802,vlee@example.com,3922 Donald Hills,Rachelhaven,Maryland,Norfolk Island,Retail,False,1999-02-09,True,2001-02-12
223,CUST-100223,Thomas Ortega,Male,1960-05-04,65,+1-635-219-9373x4998,destinymurphy@example.net,68569 Cynthia Run,Martinezton,Michigan,Papua New Guinea,Online,True,2007-02-21,False,2021-01-03
224,CUST-100224,Jacqueline Mcgrath,Female,1971-09-07,54,(204)593-7679x902,nshaw@example.org,3873 Jill Trafficway Suite 389,Jamesville,Alaska,Burkina Faso,Retail,False,2022-08-18,True,2024-12-27
225,CUST-100225,Carolyn Mcdonald,Female,2003-04-08,22,(746)237-3308x14242,arianacarroll@example.net,3592 Dominique Meadow,Elizabethton,Kentucky,Slovakia (Slovak Republic),Retail,True,2025-02-01,False,2025-04-13
226,CUST-100226,Christopher Weber,Male,1954-11-12,71,+1-356-619-3279x975,xsullivan@example.net,447 Joseph Shoal Apt. 914,Port John,Georgia,Mexico,Wholesale,False,1978-04-22,False,2023-04-24
227,CUST-100227,Peter Richardson,Male,1975-12-12,50,286.526.0930,sberry@example.net,21988 Hurley Harbors Suite 931,Lake James,New Hampshire,Mozambique,Retail,False,1999-04-27,True,2021-05-24
228,CUST-100228,Steven Carrillo PhD,Male,1956-11-07,69,317.909.8154x220,wpowell@example.org,601 Willis Mill Apt. 695,North James,North Carolina,Kazakhstan,Wholesale,True,2005-04-19,False,2009-02-16
229,CUST-100229,Christine Johnson,Female,1999-10-23,26,661-425-7715x2650,stephanie14@example.org,6036 Michelle Plain Suite 870,West Angel,New York,Denmark,Wholesale,False,2020-03-10,True,2024-01-08
230,CUST-100230,Angela Cain,Female,1996-06-30,29,439.541.7681,leejames@example.org,69672 Jorge Ferry Apt. 152,New Christopher,South Dakota,Iceland,Retail,True,2024-02-06,False,2024-09-02
231,CUST-100231,Jeremy Spencer,Male,1982-10-06,43,+1-223-851-6562x62757,izavala@example.org,897 Stacy Plaza Suite 579,South Kristentown,Texas,Saint Martin,Wholesale,False,2017-09-30,False,2020-02-16
232,CUST-100232,Bradley Moore,Male,1968-10-21,57,318-605-9048,benjamin18@example.net,8515 Sean Mountain Apt. 624,Randyfurt,Wyoming,Montenegro,Retail,True,2005-01-06,True,2024-05-31
233,CUST-100233,Jennifer Collins,Female,1975-10-04,50,(347)644-6268,alisonfaulkner@example.com,282 Munoz Terrace Apt. 268,Lake James,Texas,Ukraine,Retail,True,2025-04-24,False,2025-05-03
234,CUST-100234,Christopher Cox,Male,1976-06-26,49,(465)874-6127,valerie13@example.org,2490 Thomas Lodge,Thompsonmouth,Michigan,Saint Martin,Wholesale,False,1997-10-03,True,2005-06-14
235,CUST-100235,Eric Summers,Male,1995-03-12,30,+1-995-895-4370x40665,dianawallace@example.net,881 Erica Rapids Apt. 969,East Elizabeth,Indiana,Jamaica,Wholesale,False,2024-01-01,False,2024-09-27
236,CUST-100236,Cathy Martin,Female,2002-01-08,23,774.439.4801,sevans@example.com,00936 David Mall Suite 104,Port Harrybury,New Mexico,Reunion,Retail,False,2020-04-30,True,2024-08-14
237,CUST-100237,Frank Gordon,Male,1979-09-17,46,883.945.5895x3678,cpatel@example.org,1950 Tara Highway,Wallsview,Nevada,American Samoa,Online,False,2022-11-09,True,2024-05-22
238,CUST-100238,Jason Krause,Male,1982-03-08,43,905-251-7267x604,ashleybenson@example.net,895 Elizabeth Square,Lake Bryanmouth,New Hampshire,Nigeria,Retail,True,2003-11-17,True,2025-04-16
239,CUST-100239,David Jackson,Male,1982-08-30,43,(529)289-7692x508,sfrey@example.org,07847 Durham Ramp Apt. 972,West Marieton,Minnesota,Lithuania,Wholesale,True,2002-02-02,True,2013-06-08
240,CUST-100240,Christine Fernandez,Female,1990-10-28,35,9495451503,jodywebb@example.net,011 Lynch Wells Suite 443,Luisview,New York,Reunion,Retail,False,2021-11-09,True,2022-01-10
241,CUST-100241,Michael Williamson,Male,2007-02-01,18,+1-757-471-9915x2963,dean72@example.org,229 Austin Tunnel Apt. 274,Warnerburgh,New York,Montenegro,Online,True,2025-02-03,False,2025-03-09
242,CUST-100242,Jonathan Howard,Male,1986-11-02,39,001-691-571-1229x9161,angel02@example.org,84373 Doyle Road,Bennettfurt,Florida,Burkina Faso,Online,False,2020-05-15,True,2022-12-28
243,CUST-100243,Shawn Dixon,Male,2006-08-24,19,(404)328-6587,megan31@example.org,165 Christopher Walk,South Glenda,Maryland,Eritrea,Retail,True,2024-12-25,True,2025-06-18
244,CUST-100244,Janet Huynh,Female,1984-12-11,41,448-498-7290x72442,casey12@example.net,278 Brian Ranch,Robertburgh,Illinois,Argentina,Online,False,2017-02-10,False,2018-09-08
245,CUST-100245,Daniel King,Male,1984-11-26,41,001-633-869-2505,leephilip@example.net,6325 Cox Valley,Port Audreyville,Rhode Island,South Africa,Wholesale,True,2022-02-07,True,2022-02-26
246,CUST-100246,Ashley Ashley,Female,1957-04-29,68,001-409-227-6088,blopez@example.com,29804 Norris Shoals,New Ryan,Michigan,Faroe Islands,Online,False,1991-01-07,False,1991-01-22
247,CUST-100247,Lindsey Heath,Female,1973-06-11,52,(567)309-8135,williampittman@example.net,0153 Brandon Lake Suite 111,East John,Maine,Argentina,Online,False,2021-11-26,True,2025-07-26
248,CUST-100248,Vanessa Garrett,Female,1984-12-15,41,+1-330-897-8587x22974,steven33@example.com,879 Jessica Rest Apt. 678,Port Michael,Montana,Iraq,Wholesale,False,2005-08-04,False,2021-02-05
249,CUST-100249,Bradley Taylor,Male,1993-05-20,32,866-717-7790x21836,zwilliams@example.org,86957 Young Parks,Bellville,Connecticut,Solomon Islands,Wholesale,True,2013-02-21,False,2018-08-30
250,CUST-100250,Wayne Smith,Male,1985-10-14,40,001-711-730-4222x513,robertschmidt@example.com,00542 Jose Creek Apt. 202,Hallfort,Wisconsin,Falkland Islands (Malvinas),Retail,True,2005-03-16,False,2018-05-18
251,CUST-100251,James Miller,Male,1992-09-07,33,(740)833-2660x426,sarahcontreras@example.com,247 Renee Causeway Apt. 427,Sanchezville,California,Costa Rica,Wholesale,False,2016-01-16,True,2020-09-01
252,CUST-100252,Arthur Duncan,Male,1975-06-09,50,822-536-3934,zacharymitchell@example.org,6697 Justin Junction,Port Davidfort,Wisconsin,Angola,Retail,False,2011-07-26,False,2012-07-13
253,CUST-100253,Franklin Love,Male,2003-02-16,22,7718188941,floresbill@example.com,77114 Garcia Squares Apt. 613,South Dianeton,Indiana,Estonia,Retail,False,2024-07-05,False,2024-10-24
254,CUST-100254,James Morris,Male,1972-01-28,53,(517)805-0063,elliottsonya@example.net,71372 Fox Fort Suite 961,Crystalberg,South Carolina,Mozambique,Retail,False,2024-07-05,True,2025-06-16
255,CUST-100255,Evelyn Murphy,Female,1960-06-12,65,4303596227,tmorton@example.net,3156 Wright Wall,Mezabury,Michigan,Kazakhstan,Online,False,2010-12-04,False,2013-09-10
256,CUST-100256,Mary Meyer,Female,1995-01-26,30,864.667.4474,john20@example.org,567 Andrea Flat,South Deborahberg,Michigan,Puerto Rico,Wholesale,False,2023-09-04,True,2024-04-06
257,CUST-100257,David Johnson,Male,1959-04-24,66,473.686.5754x585,dwalker@example.org,1013 Tyler Inlet Apt. 305,Clarkside,Massachusetts,Svalbard & Jan Mayen Islands,Wholesale,False,2005-04-23,False,2022-11-29
258,CUST-100258,Dr. Sandra Roth,Female,1985-12-25,40,598.425.6769x28816,brooke89@example.org,306 Williams Passage Apt. 963,New Susan,New Mexico,Estonia,Online,False,2024-07-25,True,2024-12-23
259,CUST-100259,Jeffrey Torres,Male,1972-05-10,53,771-395-9924,jessica24@example.org,930 Ruiz Gateway,Ronaldmouth,Mississippi,Sweden,Retail,True,2011-06-25,False,2013-12-26
260,CUST-100260,Diamond Cole,Female,1963-07-10,62,977.674.4237,johnathanreynolds@example.net,2207 Kyle Orchard,West Bradley,Indiana,Djibouti,Wholesale,False,1999-10-23,False,2007-08-19
261,CUST-100261,Anthony Miller,Male,2006-02-24,19,779.412.2972,kayla32@example.org,74173 Alejandro Park Apt. 038,Erinfurt,Florida,Poland,Wholesale,True,2025-02-06,False,2025-04-21
262,CUST-100262,Anne Arnold,Female,1978-07-28,47,(728)377-1108x23195,francokevin@example.com,941 Patricia Pine Suite 311,Gonzalezton,South Carolina,Martinique,Wholesale,True,2000-03-24,False,2003-10-30
263,CUST-100263,Tina Patel,Female,1959-08-24,66,+1-221-996-1335x914,hsanchez@example.net,13508 Underwood Island Suite 377,Porterborough,Kansas,Gambia,Wholesale,True,1992-08-12,False,2005-07-29
264,CUST-100264,Steven Randall,Male,1986-10-17,39,+1-496-766-2480x6767,rwilliams@example.org,310 Margaret Lane Apt. 638,West James,Virginia,Faroe Islands,Online,True,2018-01-04,True,2022-05-17
265,CUST-100265,Andrew Werner,Male,1991-03-02,34,(243)925-7821,bjohnson@example.com,313 Yesenia Village,Port Stephanie,Oklahoma,Andorra,Wholesale,True,2009-10-07,False,2019-06-09
266,CUST-100266,Christine Silva,Female,1971-10-24,54,256-426-9625x40662,currydenise@example.org,82753 Ian Road Apt. 349,Port Allisonhaven,Louisiana,Mauritius,Online,False,1992-10-17,False,1997-01-31
267,CUST-100267,Shaun Rangel,Male,1969-03-19,56,+1-292-333-3665,bishopkelly@example.net,1774 Troy Harbors Suite 081,Seantown,Indiana,Malaysia,Wholesale,True,1993-12-23,False,1999-07-13
268,CUST-100268,Katherine Macias,Female,1991-05-19,34,001-883-600-0623x89273,inolan@example.com,307 Barnett Center,Sarahmouth,Arkansas,Heard Island and McDonald Islands,Retail,True,2020-08-10,False,2020-08-15
269,CUST-100269,Stacey Henderson,Female,1962-09-27,63,332-538-7295x4859,villaanne@example.org,253 Harrell Drive,Brianberg,Ohio,United States of America,Retail,True,2021-08-22,True,2025-04-09
